-0.08333337361790437-1.841675811944026*I,0.08333337445123812+1.8416758303607843*I
-0.04720094386980176-0.04863383541012536*I,0.14796534592305716+0.15245716907428547*I
-0.04706983544591802-0.04839166416798288*I,0.148018355113527+0.15217504933878423*I
-0.04693862749490562-0.048150033875506947*I,0.14807138478113402+0.151892856133866*I
-0.04680732000192579-0.047908943915802325*I,0.1481244350733233+0.1516105868098361*I
-0.04667591295148071-0.04766839367944077*I,0.14817750613731995+0.1513282387070577*I
-0.0465444063274152-0.04742838256445667*I,0.1482305981201312+0.15104580915577953*I
-0.046412800112918796-0.04718890997634101*I,0.14828371116854927+0.1507632954759552*I
-0.04628109429052754-0.046949975328037345*I,0.14833684542915387+0.1504806949770651*I
-0.046149288842125824-0.046711578039937265*I,0.14839000104831462+0.15019800495793353*I
-0.046017383748948176-0.04647371753987705*I,0.14844317817219346+0.14991522270654611*I
-0.045885378991581176-0.046236393263134*I,0.14849637694674744+0.14963234549986237*I
-0.04575327454996516-0.04599960465242358*I,0.148549597517731+0.1493493706036276*I
-0.04562107040339602-0.045763351157897196*I,0.14860284003069849+0.14906629527218296*I
-0.045488766530526935-0.04552763223713989*I,0.14865610463100654+0.1487831167482715*I
-0.04535636290937015-0.04529244735516914*I,0.14870939146381668+0.1484998322628442*I
-0.04522385951729864-0.04505779598443341*I,0.14876270067409758+0.14821643903486123*I
-0.04509125633104783-0.0448236776048116*I,0.14881603240662764+0.14793293427109228*I
-0.04495855332671729-0.04459009170361289*I,0.14886938680599726+0.1476493151659141*I
-0.04482575047977233-0.04435703777557686*I,0.14892276401661125+0.14736557890110522*I
-0.04469284776504577-0.044124515322874376*I,0.14897616418269144+0.14708172264563873*I
-0.04455984515673943-0.043892523855108535*I,0.14902958744827866+0.14679774355547154*I
-0.044426742628425796-0.04366106288931634*I,0.1490830339572354+0.14651363877333137*I
-0.04429354015304965-0.04343013194997063*I,0.14913650385324817+0.14622940542850066*I
-0.04416023770292956-0.04319973056898303*I,0.1491899972798295+0.14594504063659947*I
-0.04402683524975947-0.04296985828570652*I,0.14924351438032074+0.1456605414993625*I
-0.0438933327646103-0.0427405146469391*I,0.14929705529789405+0.14537590510441548*I
-0.04375973021793133-0.04251169920692783*I,0.14935062017555473+0.14509112852504819*I
-0.04362602757955186-0.04228341152737301*I,0.1494042091561437+0.14480620881998324*I
-0.043492224818682604-0.042055651177433435*I,0.14945782238233962+0.14452114303314387*I
-0.043358321903917106-0.041828417733731416*I,0.14951145999666107+0.1442359281934162*I
-0.04322431880323336-0.041601710780359284*I,0.14956512214146914+0.14395056131441142*I
-0.0430902154839951-0.04137552990888496*I,0.14961880895896942+0.14366503939421998*I
-0.042956011912953306-0.04114987471835953*I,0.14967252059121433+0.1433793594151677*I
-0.04282170805624752-0.04092474481532429*I,0.14972625718010524+0.14309351834356462*I
-0.042687303879407355-0.0407001398138188*I,0.1497800188673949+0.1428075131294524*I
-0.042552799347353724-0.040476059335389274*I,0.14983380579468938+0.14252134070634748*I
-0.04241819442440036-0.040252503009097385*I,0.1498876181034507+0.1422349979909801*I
-0.04228348907425499-0.04002947047152988*I,0.1499414559349984+0.14194848188303086*I
-0.04214868326002077-0.03980696136680841*I,0.14999531943051234+0.1416617892648623*I
-0.04201377694419757-0.03958497534660022*I,0.1500492087310345+0.14137491700124785*I
-0.04187877008868324-0.039363512070128906*I,0.15010312397747125+0.1410878619390951*I
-0.04174366265477484-0.03914257120418631*I,0.1501570653105953+0.14080062090716733*I
-0.04160845460317009-0.03892215242314436*I,0.15021103287104848+0.14051319071579882*I
-0.0414731458939684-0.03870225540896772*I,0.15026502679934303+0.14022556815660653*I
-0.041337736486672196-0.038482879851227725*I,0.15031904723586426+0.13993775000220082*I
-0.04120222634018813-0.03826402544711483*I,0.15037309432087254+0.13964973300588382*I
-0.04106661541282833-0.03804569190145418*I,0.15042716819450555+0.13936151390135285*I
-0.040930903662311446-0.03782787892672006*I,0.15048126899677994+0.1390730894023932*I
-0.04079509104576396-0.03761058624305117*I,0.15053539686759385+0.1387844562025673*I
-0.040659177519721305-0.037393813578267356*I,0.150589551946729+0.13849561097490173*I
-0.040523163040128915-0.0371775606678855*I,0.15064373437385228+0.1382065503715651*I
-0.040387047562343514-0.03696182725513743*I,0.15069794428851851+0.1379172710235453*I
-0.040250831041134076-0.03674661309098734*I,0.15075218183017192+0.1376277695403185*I
-0.040114513430682994-0.03653191793415067*I,0.1508064471381484+0.13733804250951542*I
-0.039978094684587163-0.03631774155111301*I,0.15086074035167762+0.13704808649658068*I
-0.03984157475585905-0.0361040837161499*I,0.1509150616098851+0.1367578980444276*I
-0.03970495359692767-0.03589094421134701*I,0.15096941105179384+0.1364674736730865*I
-0.039568231159639776-0.03567832282662144*I,0.151023788816327+0.1361768098793494*I
-0.039431407395260694-0.035466219359743*I,0.15107819504230902+0.13588590313640628*I
-0.03929448225447554-0.03525463361635712*I,0.15113262986846865+0.13559474989347933*I
-0.03915745568739007-0.03504356541000708*I,0.1511870934334402+0.13530334657544615*I
-0.03902032764353174-0.034833014562158426*I,0.15124158587576592+0.1350116895824625*I
-0.03888309807185044-0.034622980902222156*I,0.15129610733389698+0.13471977528957166*I
-0.03874576692071993-0.0344134642675813*I,0.15135065794619734+0.13442760004631762*I
-0.03860833413793839-0.03420446450361528*I,0.15140523785094423+0.13413516017634072*I
-0.038470799670729396-0.033995981463727044*I,0.1514598471863302+0.1338424519769747*I
-0.03833316346574302-0.03378801500937008*I,0.15151448609046594+0.13354947171883322*I
-0.03819542546905652-0.03358056501007594*I,0.15156915470138124+0.1332562156453893*I
-0.03805758562617533-0.03337363134348339*I,0.15162385315702737+0.13296267997255057*I
-0.03791964388203399-0.03316721389536725*I,0.15167858159527925+0.13266886088822344*I
-0.037781600180996855-0.03296131255966883*I,0.1517333401539368+0.13237475455187303*I
-0.03764345446685907-0.0327559272385267*I,0.1517881289707273+0.1320803570940737*I
-0.03750520668284734-0.032551057842308204*I,0.151842948183307+0.13178566461605204*I
-0.03736685677162082-0.032346704289642106*I,0.15189779792926345+0.13149067318922295*I
-0.0372284046752718-0.03214286650745168*I,0.15195267834611673+0.13119537885471622*I
-0.03708985033532668-0.031939544430988925*I,0.15200758957132204+0.13089977762289634*I
-0.03695119369274655-0.031736738003869225*I,0.15206253174227108+0.13060386547287195*I
-0.03681243468792812-0.03153444717810715*I,0.15211750499629415+0.1303076383519981*I
-0.03667357326070443-0.03133267191415307*I,0.15217250947066197+0.1300110921753693*I
-0.03653460935034552-0.03113141218093053*I,0.15222754530258742+0.1297142228253032*I
-0.036395542895559276-0.030930667955874624*I,0.15228261262922765+0.12941702615081546*I
-0.036256373834492116-0.030730439224970898*I,0.1523377115876859+0.12911949796708355*I
-0.03611710210472963-0.03053072598279591*I,0.15239284231501293+0.12882163405490404*I
-0.03597772764329735-0.030331528232557723*I,0.15244800494820934+0.12852343016013573*I
-0.03583825038666137-0.030132845986138367*I,0.15250319962422715+0.128224881993137*I
-0.03569867027072914-0.029934679264136167*I,0.15255842647997186+0.12792598522818815*I
-0.035558987230849964-0.02973702809591003*I,0.152613685652304+0.12762673550290726*I
-0.035419201201815714-0.029539892519624075*I,0.15266897727804093+0.12732712841765245*I
-0.03527931211786149-0.02934327258229355*I,0.15272430149395894+0.12702715953491409*I
-0.03513931991266623-0.02914716833983151*I,0.1527796584367949+0.12672682437869462*I
-0.034999224519353285-0.0289515798570967*I,0.15283504824324795+0.12642611843387727*I
-0.034859025870491014-0.028756507207942737*I,0.1528904710499813+0.12612503714558385*I
-0.03471872389809345-0.028561950475267377*I,0.15294592699362436+0.12582357591851606*I
-0.034578318533620776-0.02836790975106465*I,0.15300141621077412+0.12552173011629186*I
-0.03443780970797993-0.02817438513647575*I,0.15305693883799704+0.12521949506075872*I
-0.03429719735152514-0.027981376741843433*I,0.1531124950118308+0.12491686603130403*I
-0.03415648139405849-0.027788884686765467*I,0.15316808486878633+0.12461383826414286*I
-0.03401566176483043-0.027596909100150828*I,0.15322370854534922+0.12431040695159867*I
-0.033874738392540266-0.02740545012027617*I,0.15327936617798163+0.12400656724136584*I
-0.0337337112053367-0.02721450789484374*I,0.15333505790312404+0.1237023142357586*I
-0.0335925801308183-0.027024082581040717*I,0.153390783857197+0.12339764299094592*I
-0.03345134509603399-0.026834174345599378*I,0.15344654417660294+0.12309254851616915*I
-0.0333100060274835-0.026644783364858895*I,0.15350233899772764+0.12278702577294545*I
-0.03316856285111787-0.026455909824828257*I,0.15355816845694242+0.12248106967425446*I
-0.033027015492339794-0.02626755392125064*I,0.15361403269060528+0.12217467508370884*I
-0.0328853638760042-0.02607971585966884*I,0.15366993183506322+0.12186783681470663*I
-0.03274360792641855-0.025892395855492377*I,0.1537258660266536+0.12156054962956753*I
-0.03260174756734328-0.025705594134065743*I,0.15378183540170587+0.12125280823865017*I
-0.032459782721992285-0.025519310930738316*I,0.15383784009654358+0.12094460729945213*I
-0.03231771331303317-0.02533354649093571*I,0.15389388024748563+0.12063594141569112*I
-0.03217553926258772-0.02514830107023216*I,0.1539499559908483+0.12032680513636469*I
-0.03203326049223225-0.024963574934424845*I,0.15400606746294682+0.12001719295479224*I
-0.03189087692299797-0.02477936835960961*I,0.15406221480009724+0.1197070993076358*I
-0.03174838847537125-0.024595681632258743*I,0.1541183981386177+0.11939651857390263*I
-0.03160579506929413-0.024412515049298963*I,0.15417461761483084+0.11908544507391915*I
-0.03146309662416445-0.02422986891819273*I,0.1542308733650647+0.11877387306829153*I
-0.031320293058836234-0.02404774355702014*I,0.1542871655256547+0.11846179675683803*I
-0.031177384291620095-0.02386613929456266*I,0.1543434942329458+0.11814921027749888*I
-0.031034370240283327-0.02368505647038903*I,0.15439985962329322+0.11783610770522446*I
-0.030891250822050353-0.02350449543494255*I,0.15445626183306493+0.11752248305083697*I
-0.03074802595360292-0.023324456549630158*I,0.15451270099864295+0.11720833025986668*I
-0.030604695551080377-0.02314494018691338*I,0.15456917725642508+0.11689364321136275*I
-0.03046125953007991-0.022965946730401587*I,0.15462569074282656+0.11657841571667897*I
-0.03031771780565678-0.022787476574946508*I,0.15468224159428168+0.11626264151822925*I
-0.03017407029232454-0.022609530126739122*I,0.15473882994724542+0.11594631428821679*I
-0.030030316904055297-0.02243210780340843*I,0.15479545593819521+0.1156294276273336*I
-0.02988645755427989-0.02225521003412216*I,0.15485211970363266+0.11531197506342966*I
-0.029742492155888048-0.022078837259690093*I,0.15490882138008477+0.1149939500501542*I
-0.029598420621228635-0.021902989932668693*I,0.1549655611041061+0.11467534596556107*I
-0.02945424286210979-0.021727668517468584*I,0.15502233901227996+0.11435615611068503*I
-0.0293099587897991-0.021552873490463986*I,0.15507915524122048+0.11403637370808326*I
-0.02916556831502375-0.021378605340104658*I,0.15513600992757376+0.11371599190034357*I
-0.02902107134797069-0.021204864567029667*I,0.15519290320801998+0.11339500374855463*I
-0.028876467798286717-0.02103165168418427*I,0.15524983521927466+0.11307340223074358*I
-0.028731757575078624-0.02085896721693884*I,0.15530680609809028+0.11275118024027382*I
-0.028586940586913363-0.02068681170320992*I,0.15536381598125837+0.11242833058420237*I
-0.028442016741818038-0.020515185693584934*I,0.15542086500561042+0.11210484598160331*I
-0.0282969859472801-0.020344089751448382*I,0.15547795330802006+0.11178071906184388*I
-0.0281518481102474-0.02017352445311107*I,0.1555350810254046+0.11145594236282048*I
-0.028006603137128196-0.020003490387942753*I,0.1555922482947261+0.11113050832915472*I
-0.027861250933791316-0.019833988158506583*I,0.15564945525299378+0.11080440931033904*I
-0.02771579140556615-0.01966501838069695*I,0.1557067020372651+0.11047763755883898*I
-0.02757022445724269-0.019496581683880673*I,0.15576398878464742+0.11015018522814993*I
-0.02742454999307158-0.01932867871104024*I,0.15582131563229973+0.1098220443707994*I
-0.02727876791676416-0.019161310118920843*I,0.15587868271743432+0.10949320693630243*I
-0.027132878131492393-0.01899447657818086*I,0.15593609017731788+0.10916366476906622*I
-0.026986880539888985-0.018828178773544427*I,0.1559935381492739+0.10883340960623432*I
-0.026840775044047277-0.018662417403958884*I,0.1560510267706835+0.10850243307548389*I
-0.026694561545521273-0.01849719318275434*I,0.15610855617898745+0.10817072669275801*I
-0.026548239945325635-0.01833250683780748*I,0.15616612651168776+0.10783828185994303*I
-0.02640181014393553-0.018168359111708804*I,0.1562237379063487+0.10750508986248353*I
-0.026255272041286797-0.018004750761933492*I,0.15628139050059953+0.10717114186693406*I
-0.026108625536775672-0.017841682561016016*I,0.15633908443213484+0.10683642891844496*I
-0.025961870529258767-0.01767915529672908*I,0.15639681983871667+0.10650094193818374*I
-0.025815006917053147-0.017517169772265643*I,0.15645459685817648+0.10616467172068098*I
-0.025668034597936075-0.017355726806426136*I,0.15651241562841606+0.10582760893111114*I
-0.025520953469144955-0.01719482723380916*I,0.15657027628740933+0.1054897441024945*I
-0.02537376342737727-0.017034471905006638*I,0.15662817897320408+0.10515106763282293*I
-0.025226464368790415-0.016874661686803714*I,0.15668612382392333+0.10481156978210816*I
-0.02507905618900164-0.01671539746238275*I,0.1567441109777672+0.10447124066934474*I
-0.0249315387830878-0.016556680131532536*I,0.1568021405730139+0.10413007026939146*I
-0.024783912045585343-0.016398510610861592*I,0.15686021274802198+0.10378804840975998*I
-0.02463617587049006-0.01624088983401736*I,0.15691832764123148+0.10344516476731853*I
-0.024488330151256975-0.016083818751909774*I,0.1569764853911656+0.10310140886489656*I
-0.02434037478080011-0.015927298332940324*I,0.1570346861364321+0.10275677006779373*I
-0.02419230965149238-0.01577132956323621*I,0.15709293001572522+0.10241123758018562*I
-0.02404413465516538-0.0156159134468908*I,0.15715121716782715+0.10206480044143011*I
-0.023895849683109077-0.01546105100620899*I,0.15720954773160895+0.10171744752225965*I
-0.02374745462607177-0.01530674328195866*I,0.15726792184603305+0.10136916752086317*I
-0.023598949374259787-0.01515299133362833*I,0.15732633965015458+0.10101994895885215*I
-0.02345033381733718-0.014999796239691212*I,0.15738480128312213+0.1006697801771075*I
-0.02330160784442562-0.01484715909787488*I,0.15744330688418037+0.10031864933149579*I
-0.02315277134410407-0.014695081025438194*I,0.15750185659267102+0.09996654438846014*I
-0.02300382420440853-0.014543563159455177*I,0.15756045054803453+0.09961345312047748*I
-0.022854766312831776-0.014392606657105267*I,0.15761908888981152+0.09925936310137173*I
-0.02270559755632309-0.014242212695971136*I,0.15767777175764452+0.09890426170148442*I
-0.02255631782128798-0.014092382474343924*I,0.15773649929127959+0.09854813608269432*I
-0.022406926993587876-0.013943117211536024*I,0.15779527163056759+0.09819097319328*I
-0.022257424958539756-0.013794418148202044*I,0.1578540889154656+0.0978327597626216*I
-0.022107811600915964-0.013646286546667554*I,0.15791295128603916+0.09747348229573129*I
-0.021958086804943808-0.013498723691266316*I,0.15797185888246332+0.09711312706760857*I
-0.021808250454305164-0.013351730888686651*I,0.15803081184502382+0.09675168011741635*I
-0.021658302432136286-0.013205309468326046*I,0.15808981031411967+0.09638912724246221*I
-0.021508242621027292-0.013059460782655616*I,0.15814885443026355+0.09602545399198646*I
-0.021358070903021945-0.012914186207593619*I,0.15820794433408442+0.09566064566074133*I
-0.021207787159617176-0.012769487142889245*I,0.15826708016632823+0.09529468728235913*I
-0.021057391271762704-0.012625365012516791*I,0.15832626206785963+0.09492756362249949*I
-0.020906883119860775-0.01248182126507902*I,0.15838549017966427+0.09455925917175467*I
-0.020756262583765568-0.01233885737422371*I,0.158444764642849+0.0941897581383305*I
-0.020605529542782962-0.012196474839069207*I,0.15850408559864482+0.0938190444404589*I
-0.02045468387567-0.01205467518464288*I,0.15856345318840728+0.09344710169855737*I
-0.020303725460634515-0.011913459962331464*I,0.15862286755361873+0.09307391322711407*I
-0.020152654175334708-0.011772830750343766*I,0.15868232883588979+0.09269946202628654*I
-0.020001469896878628-0.011632789154185905*I,0.1587418371769604+0.09232373077320014*I
-0.019850172501823825-0.011493336807150577*I,0.15880139271870208+0.0919467018129408*I
-0.019698761866176757-0.011354475370819848*I,0.15886099560311873+0.09156835714922117*I
-0.019547237865392447-0.011216206535582108*I,0.1589206459723489+0.09118867843470647*I
-0.019395600374373923-0.01107853202116416*I,0.15898034396866698+0.0908076469609888*I
-0.019243849267471705-0.01094145357717865*I,0.15904008973448439+0.09042524364819084*I
-0.019091984418483386-0.01080497298368742*I,0.1590998834123519+0.09004144903418262*I
-0.018940005700653045-0.010669092051781322*I,0.15915972514496055+0.08965624326339294*I
-0.018787912986670777-0.010533812624177371*I,0.15921961507514354+0.08926960607519863*I
-0.01863570614867214-0.010399136575833898*I,0.15927955334587762+0.0888815167918724*I
-0.0184833850582376-0.010265065814583729*I,0.15933954010028456+0.08849195430606273*I
-0.018330949586392028-0.010131602281786943*I,0.15939957548163297+0.08810089706779059*I
-0.01817839960360413-0.009998747953003635*I,0.1594596596333398+0.08770832307093747*I
-0.018025734979785827-0.009866504838687406*I,0.15951979269897137+0.0873142098391992*I
-0.017872955584291753-0.009734874984900117*I,0.15957997482224565+0.08691853441147739*I
-0.017720061285918638-0.00960386047404966*I,0.15964020614703342+0.08652127332668827*I
-0.017567051952904696-0.009473463425650417*I,0.15970048681735977+0.08612240260794954*I
-0.01741392745292909-0.009343685997108608*I,0.15976081697740616+0.0857218977461247*I
-0.017260687653111225-0.009214530384532571*I,0.15982119677151113+0.08531973368268438*I
-0.017107332420010175-0.009085998823569637*I,0.1598816263441724+0.08491588479185505*I
-0.016953861619624092-0.00895809359027001*I,0.1599421058400487+0.08451032486201193*I
-0.016800275117389497-0.008830817001979801*I,0.1600026354039606+0.08410302707628645*I
-0.016646572778180633-0.008704171418263386*I,0.16006321518089228+0.08369396399233685*I
-0.016492754466308907-0.008578159241857274*I,0.16012384531599388+0.08328310752124617*I
-0.01633882004552207-0.008452782919656074*I,0.16018452595458177+0.08287042890549381*I
-0.016184769379003656-0.008328044943732588*I,0.160245257242141+0.08245589869595625*I
-0.01603060232937227-0.008203947852393189*I,0.16030603932432674+0.08203948672788063*I
-0.015876318758680827-0.008080494231270096*I,0.16036687234696528+0.08162116209577497*I
-0.01572191852841597-0.007957686714452182*I,0.16042775645605659+0.08120089312715427*I
-0.015567401499497245-0.007835527985656704*I,0.160488691797775+0.08077864735508436*I
-0.01541276753227643-0.007714020779442596*I,0.16054967851847113+0.08035439148944289*I
-0.015258016486536805-0.007593167882468248*I,0.16061071676467353+0.07992809138683335*I
-0.015103148221492373-0.007472972134795852*I,0.16067180668308992+0.07949971201907424*I
-0.014948162595787157-0.00735343643124396*I,0.16073294842060917+0.07906921744017356*I
-0.014793059467494396-0.007234563722791009*I,0.1607941421243025+0.07863657075170351*I
-0.014637838694115834-0.007116357018032018*I,0.16085538794142556+0.07820173406647654*I
-0.014482500132580851-0.006998819384691548*I,0.16091668601941916+0.07776466847042487*I
-0.014327043639245767-0.006881953951195064*I,0.16097803650591175+0.07732533398256641*I
-0.014171469069892997-0.006765763908302264*I,0.16103943954872052+0.07688368951294507*I
-0.014015776279730247-0.006650252510804962*I,0.16110089529585303+0.0764396928184126*I
-0.013859965123389701-0.006535423079293451*I,0.16116240389550876+0.07599330045612165*I
-0.013704035454927219-0.006421279001994166*I,0.16122396549608103+0.07554446773457471*I
-0.013547987127821444-0.006307823736683461*I,0.16128558024615786+0.07509314866208279*I
-0.013391819994973023-0.006195060812680057*I,0.16134724829452435+0.07463929589244606*I
-0.013235533908703741-0.006082993832922165*I,0.16140896979016406+0.07418286066769242*I
-0.013079128720755593-0.0059716264761325195*I,0.16147074488225996+0.07372379275765992*I
-0.012922604282290006-0.005860962499076588*I,0.16153257372019697+0.07326204039621248*I
-0.012765960443886889-0.005751005738919919*I,0.16159445645356288+0.07279755021386618*I
-0.012609197055543777-0.005641760115688523*I,0.1616563932321503+0.07233026716655386*I
-0.012452313966674924-0.005533229634840514*I,0.1617183842059582+0.07186013446028397*I
-0.01229531102611037-0.005425418389953242*I,0.16178042952519317+0.07138709347137083*I
-0.012138188082095061-0.005318330565534429*I,0.1618425293402716+0.07091108366193696*I
-0.011980944982287887-0.0052119704399635446*I,0.16190468380182083+0.070432042490324*I
-0.011823581573760763-0.005106342388572127*I,0.16196689306068093+0.06994990531604366*I
-0.011666097702997676-0.005001450886870909*I,0.16202915726790645+0.0694646052988468*I
-0.011508493215893721-0.004897300513933618*I,0.16209147657476763+0.06897607329146983*I
-0.011350767957754129-0.0047938959559466685*I,0.16215385113275224+0.0684842377255579*I
-0.011192921773293334-0.004691242009935361*I,0.16221628109356756+0.06798902449022627*I
-0.011034954506633927-0.004589343587679012*I,0.1622787666091413+0.0674903568026851*I
-0.010876866001305704-0.004488205719825921*I,0.16234130783162387+0.06698815507026087*I
-0.01071865610024463-0.004387833560223448*I,0.16240390491338932+0.06648233674313367*I
-0.010560324645791862-0.004288232390475226*I,0.16246655800703783+0.0659728161569753*I
-0.010401871479692681-0.004189407624744261*I,0.16252926726539643+0.06545950436467673*I
-0.010243296443095497-0.0040913648148164505*I,0.1625920328415213+0.06494230895618329*I
-0.01008459937655079-0.003994109655444435*I,0.1626548548886993+0.06442113386541581*I
-0.009925780120010034-0.0038976479899920044*I,0.16271773356044897+0.06389587916312792*I
-0.009766838512824692-0.0038019858164003825*I,0.16278066901052332+0.0633664408344133*I
-0.009607774393745085-0.0037071292935012927*I,0.16284366139291045+0.06283271053946449*I
-0.009448587600919342-0.0036130847477022702*I,0.16290671086183567+0.062294575356000526*I
-0.009289277971892291-0.0035198586800740976*I,0.16296981757176288+0.06175191750163648*I
-0.009129845343604396-0.0034274577738704916*I,0.163032981677397+0.06120461403422569*I
-0.008970289552390572-0.0033358889025161165*I,0.16309620333368408+0.060652536528027066*I
-0.008810610433979153-0.0032451591380998914*I,0.1631594826958148+0.06009555072324825*I
-0.008650807823490687-0.0031552757604161367*I,0.16322281991922463+0.059533516146251034*I
-0.008490881555436846-0.00306624626659961*I,0.16328621515959646+0.058966285697355264*I
-0.008330831463719239-0.0029780783814057055*I,0.16334966857286165+0.0583937052027993*I
-0.00817065738162829-0.0028907800681921905*I,0.16341318031520224+0.057815612926966534*I
-0.008010359141842022-0.0028043595406659263*I,0.163476750543052+0.0572318390404964*I
-0.007849936576424929-0.002718825275463453*I,0.1635403794130988+0.05664220503928146*I
-0.007689389516826732-0.0026341860256442777*I,0.1636040670822856+0.056046523108713095*I
-0.007528717793881225-0.0025504508351829485*I,0.16366781370781266+0.055444595426715426*I
-0.00736792123780505-0.002467629054557716*I,0.1637316194471392+0.054836213398219036*I
-0.007206999678196455-0.0023857303575447867*I,0.16379548445798453+0.054221156812644576*I
-0.007045952944034105-0.002304764759339798*I,0.16385940889833056+0.05359919291469148*I
-0.006884780863675802-0.0022247426361465886*I,0.16392339292642266+0.052970075377317835*I
-0.006723483264857276-0.002145674746387438*I,0.16398743670077226+0.05233354316397259*I
-0.006562059974690903-0.0020675722537133873*I,0.16405154038015773+0.05168931926516452*I
-0.006400510819664393-0.001990446752015123*I,0.16411570412362658+0.05103710929195427*I
-0.006238835625639599-0.001914310292663905*I,0.16417992809049692+0.05037659990605013*I
-0.0060770342178511775-0.0018391754142453945*I,0.16424421244035958+0.049707457062701785*I
-0.0059151064209052775-0.0017650551750875106*I,0.16430855733307928+0.04902932403835422*I
-0.005753052058778245-0.0016919631889293508*I,0.1643729629287965+0.048341819209929825*I
-0.005590870954815317-0.0016199136641320581*I,0.16443742938792982+0.047644533546393954*I
-0.005428562931729255-0.0015489214468984958*I,0.16450195687117658+0.04693702776572044*I
-0.005266127811599041-0.0014790020690428982*I,0.16456654553951564+0.0462188291009747*I
-0.005103565415868499-0.00141017180094784*I,0.16463119555420835+0.045489427607810225*I
-0.004940875565344951-0.0013424477104546546*I,0.16469590707680087+0.04474827193124583*I
-0.0047780580801978344-0.0012758477285718657*I,0.16476068026912555+0.04399476443170728*I
-0.004615112779957325-0.0012103907230508525*I,0.16482551529330292+0.043228255547621754*I
-0.004452039483512942-0.0011460965810846174*I,0.1648904123117433+0.042448037243147815*I
-0.0042888380091121335-0.0010829863026368832*I,0.16495537148714817+0.04165333535270146*I
-0.004125508174358891-0.0010210821062271692*I,0.16502039298251303+0.04084330058640705*I
-0.003962049796212299-0.0009604075493953531*I,0.16508547696112805+0.040016997898555555*I
-0.0037984626909851127-0.0009009876665739096*I,0.16515062358658059+0.0391733938394717*I
-0.0036347466743423063-0.0008428491277432417*I,0.16521583302275644+0.03831134140257531*I
-0.0034709015612996237-0.0007860204220827427*I,0.16528110543384206+0.03742956173230291*I
-0.0033069271662220998-0.0007305320719217255*I,0.16534644098432574+0.036526621859397264*I
-0.003142823302822602-0.000676416883740631*I,0.16541183983900032+0.03560090735524767*I
-0.002978589784160329-0.0006237102449075594*I,0.16547730216296425+0.03465058841185804*I
-0.002814226422639315-0.0005724504774610788*I,0.16554282812162366+0.033673577305697235*I
-0.002649733030006922-0.0005226792638718631*I,0.16560841788069416+0.032667474409163025*I
-0.0024851094173523134-0.0004744421647919844*I,0.16567407160620237+0.03162949873913153*I
-0.002320355395104937-0.00042778925605301823*I,0.16573978946448842+0.030556397258356568*I
-0.0021554707730329667-0.00038277592275558523*I,0.16580557162220688+0.02944432439991003*I
-0.0019904553602417643-0.0003394638641045358*I,0.16587141824632945+0.02828867891594384*I
-0.001825308965172307-0.0002979223869147262*I,0.16593732950414625+0.027083877977591552*I
-0.0016600313955996149-0.0002582301041468802*I,0.16600330556326773+0.02582303623772437*I
-0.0014946224586311653-0.00022047721792587047*I,0.16606934659162648+0.02449749587787003*I
-0.001329081960705301-0.0001847686745526935*I,0.16613545275747948+0.023096113189228298*I
-0.001163409707589616-0.0001512286737008205*I,0.16620162422940937+0.021604127106013216*I
-0.000997605504379342-0.00012000738705589582*I,0.1662678611763269+0.020001264511423637*I
-0.0008316691554957148-0.00009129151388286938*I,0.166334163767472+0.01825833929325263*I
-0.000665600464684337-0.00006532206694885913*I,0.16640053217241663+0.01633055756360888*I
-0.0004993992350135242-0.00004242740449036114*I,0.16646696656106594+0.014142515305171622*I
-0.0003330652688726414-0.00002309425852746846*I,0.16653346710366024+0.011547186999669508*I
-0.00016659836797042923-8.16491456272732*^-6*I,0.16660003397077716+0.008164996212689849*I
1.6669248805531666e-9,0.16669248721772703
0.0001749000581252088,0.174898309142089
0.00035669577159517255,0.1783469940626113
0.0005430282804002992,0.18100882343734503
0.0007330553481050531,0.18326337886781363
0.0009262903119812154,0.18525769188085317
0.0011224048982234924,0.18706717125862823
0.0013211581899540122,0.18873661465540487
0.0015223635928296212,0.19029521123468723
0.0017258710474615643,0.19176323664768505
0.0019315564726652694,0.19315545411107168
0.002139315045945154,0.19448300919227535
0.0023490566936294082,0.19575456134031524
0.0025607029353348306,0.19697699735114024
0.0027741846005295357,0.1981559013550364
0.0029894401296566456,0.19929587577985686
0.003206414280346269,0.20040076727116146
0.003425057122344765,0.20147382985920181
0.0036453232432245813,0.2025178454470063
0.0038671711112155003,0.20353521451912204
0.004090562557307101,0.2045280256013416
0.004315462349358827,0.20549810925608084
0.004541837838203897,0.20644708062423073
0.00476965866081391,0.20737637335000605
0.0049988964892087925,0.20828726693067118
0.005229524816427394,0.20918090898473246
0.005461518772806067,0.21005833354702755
0.005694854967259362,0.21092047622424473
0.005929511349350908,0.21176818684532225
0.006165467088776542,0.2126022400949706
0.006402702469532004,0.21342334450995143
0.006641198796540623,0.21423215013610092
0.006880938312914995,0.21502925508195084
0.007121904126345001,0.2158152111573605
0.007364080143356101,0.2165905287485528
0.0076074510103879035,0.21735568105231712
0.007852002060809033,0.21811110776938716
0.008097719267120744,0.21885721833915045
0.00834458919771341,0.2195943947834064
0.008592598977632154,0.2203229942154415
0.008841736252887547,0.22104335106135045
0.009091989157907437,0.22175577903291835
0.00934334628578535,0.2224605728852286
0.009595796661021639,0.22315800998701266
